,ensembl_gene_id,hsapiens_homolog_ensembl_gene
13989,ENSMUSG00000051706,ENSG00000171054
13990,ENSMUSG00000077462,
13991,ENSMUSG00000114939,
13992,ENSMUSG00002075747,
13993,ENSMUSG00000114454,
13994,ENSMUSG00000064739,ENSG00000252556
13995,ENSMUSG00000079534,ENSG00000278803
13996,ENSMUSG00000118525,
13997,ENSMUSG00000021420,ENSG00000145982
13998,ENSMUSG00000107500,
13999,ENSMUSG00000119288,
14000,ENSMUSG00000029569,ENSG00000146802
14001,ENSMUSG00000106475,
14002,ENSMUSG00000039713,ENSG00000171680
14003,ENSMUSG00000031295,ENSG00000044446
14004,ENSMUSG00000104571,
14005,ENSMUSG00000105586,
14006,ENSMUSG00000105774,
14007,ENSMUSG00000104906,
14008,ENSMUSG00000105378,
14009,ENSMUSG00000105553,
14010,ENSMUSG00000097966,
14011,ENSMUSG00000104864,
14012,ENSMUSG00000025762,ENSG00000138709
14013,ENSMUSG00000109539,
14014,ENSMUSG00000105421,
14015,ENSMUSG00000109363,
14016,ENSMUSG00000106333,
14017,ENSMUSG00000030559,ENSG00000123892
14018,ENSMUSG00000029636,ENSG00000132970
14019,ENSMUSG00000092056,
14020,ENSMUSG00000024738,
14021,ENSMUSG00000035125,ENSG00000005436
14022,ENSMUSG00000080701,
14023,ENSMUSG00000046971,ENSG00000168907
14024,ENSMUSG00000024644,ENSG00000133313
14025,ENSMUSG00000093087,
14026,ENSMUSG00000031465,ENSG00000091879
14027,ENSMUSG00000080750,
14028,ENSMUSG00002075854,
14029,ENSMUSG00002076175,
14030,ENSMUSG00000080748,
14031,ENSMUSG00000081250,
14032,ENSMUSG00000038984,ENSG00000180543
14033,ENSMUSG00000022876,ENSG00000155307
14034,ENSMUSG00000069972,
14035,ENSMUSG00000115362,
14036,ENSMUSG00000115318,
14037,ENSMUSG00000115605,
14038,ENSMUSG00000098174,
14039,ENSMUSG00000115440,
14040,ENSMUSG00000096344,
14041,ENSMUSG00000109135,
14042,ENSMUSG00002076923,
14043,ENSMUSG00000114007,
14044,ENSMUSG00000110141,
14045,ENSMUSG00000020458,ENSG00000115310
14046,ENSMUSG00000022603,
14047,ENSMUSG00000078606,
14048,ENSMUSG00000034574,ENSG00000100592
14049,ENSMUSG00000048832,ENSG00000167987
14050,ENSMUSG00000029275,ENSG00000162676
14051,ENSMUSG00000093378,
14052,ENSMUSG00000099241,
14053,ENSMUSG00000099276,
14054,ENSMUSG00000095649,
14055,ENSMUSG00000098987,
14056,ENSMUSG00000031467,ENSG00000155189
14057,ENSMUSG00000045868,
14058,ENSMUSG00000019864,ENSG00000130347
14059,ENSMUSG00000098945,
14060,ENSMUSG00000035840,ENSG00000176018
14061,ENSMUSG00000095457,
14062,ENSMUSG00000077777,
14063,ENSMUSG00000051680,
14064,ENSMUSG00000064223,
14065,ENSMUSG00000029445,ENSG00000158104
14066,ENSMUSG00000114371,
14067,ENSMUSG00000114617,
14068,ENSMUSG00000114714,
14069,ENSMUSG00000024669,ENSG00000110448
14070,ENSMUSG00000087214,
14071,ENSMUSG00000021207,
14072,ENSMUSG00000109011,
14073,ENSMUSG00000108948,
14074,ENSMUSG00000077197,
14075,ENSMUSG00000098089,
14076,ENSMUSG00000028175,ENSG00000024526
14077,ENSMUSG00000022938,ENSG00000183844
14078,ENSMUSG00000109365,
14079,ENSMUSG00000039428,ENSG00000166575
14080,ENSMUSG00000040415,ENSG00000178498
14081,ENSMUSG00000042742,ENSG00000164603
14082,ENSMUSG00000109784,
14083,ENSMUSG00000110651,
14084,ENSMUSG00000031960,ENSG00000090861
14085,ENSMUSG00000040812,ENSG00000165923
14086,ENSMUSG00000030045,ENSG00000115364
14087,ENSMUSG00000118152,
14088,ENSMUSG00000024053,ENSG00000132205
14089,ENSMUSG00000089760,
14090,ENSMUSG00000047992,ENSG00000187773
14091,ENSMUSG00000025215,ENSG00000107807
14092,ENSMUSG00000025417,ENSG00000166908
14093,ENSMUSG00000048490,ENSG00000180530
14094,ENSMUSG00000025216,ENSG00000138136
14095,ENSMUSG00000048216,ENSG00000164604
14096,ENSMUSG00000114581,
14097,ENSMUSG00000114387,
14098,ENSMUSG00000114746,
14099,ENSMUSG00000077282,
14100,ENSMUSG00000102057,
14101,ENSMUSG00000039114,ENSG00000124785
14102,ENSMUSG00000024670,ENSG00000013725
14103,ENSMUSG00000110989,
14104,ENSMUSG00000104606,
14105,ENSMUSG00000022602,ENSG00000198576
14106,ENSMUSG00000001948,ENSG00000064199
14107,ENSMUSG00000052419,ENSG00000214194
14108,ENSMUSG00002075114,ENSG00000252321
14109,ENSMUSG00000065746,
14110,ENSMUSG00000029110,ENSG00000063978
14111,ENSMUSG00000118075,
14112,ENSMUSG00000019866,ENSG00000112297
14113,ENSMUSG00000117781,ENSG00000206043
14114,ENSMUSG00002075287,
14115,ENSMUSG00000024646,ENSG00000166347
14116,ENSMUSG00000046380,ENSG00000234616
14117,ENSMUSG00000108903,
14118,ENSMUSG00000035834,
14119,ENSMUSG00000116609,
14120,ENSMUSG00000077451,
14121,ENSMUSG00000116798,
14122,ENSMUSG00000040187,ENSG00000029153
14123,ENSMUSG00000022865,
14124,ENSMUSG00000022598,ENSG00000167653
14125,ENSMUSG00000101983,
14126,ENSMUSG00000056665,ENSG00000130193
14127,ENSMUSG00000032320,ENSG00000117906
14128,ENSMUSG00000022596,ENSG00000126233
14129,ENSMUSG00000022595,ENSG00000197353
14130,ENSMUSG00000049940,ENSG00000164040
14131,ENSMUSG00000075605,ENSG00000180155
14132,ENSMUSG00000111122,
14133,ENSMUSG00000011114,ENSG00000154144
14134,ENSMUSG00000051098,ENSG00000176055
14135,ENSMUSG00000034391,ENSG00000141665
14136,ENSMUSG00000036112,ENSG00000111142
14137,ENSMUSG00000054312,ENSG00000266472
14138,ENSMUSG00000114905,
14139,ENSMUSG00000045410,ENSG00000165568
14140,ENSMUSG00000022255,ENSG00000147649
14141,ENSMUSG00000028174,ENSG00000116745
14142,ENSMUSG00000022863,ENSG00000154640
14143,ENSMUSG00000109576,
14144,ENSMUSG00002075321,
14145,ENSMUSG00002075979,
14146,ENSMUSG00000051591,
14147,ENSMUSG00000109199,
14148,ENSMUSG00000039814,ENSG00000275591
14149,ENSMUSG00000030556,ENSG00000168904
14150,ENSMUSG00000024645,ENSG00000075336
14151,ENSMUSG00000011118,ENSG00000154143
14152,ENSMUSG00000116707,
14153,ENSMUSG00000064862,ENSG00000206780
14154,ENSMUSG00000064862,ENSG00000212580
14155,ENSMUSG00000064862,ENSG00000212620
14156,ENSMUSG00000116539,
14157,ENSMUSG00000116959,
14158,ENSMUSG00000022864,ENSG00000154642
14159,ENSMUSG00000066042,ENSG00000130772
14160,ENSMUSG00000072944,ENSG00000198088
14161,ENSMUSG00000057969,ENSG00000012171
14162,ENSMUSG00000053499,
14163,ENSMUSG00000077473,
14164,ENSMUSG00000113668,
14165,ENSMUSG00000096530,ENSG00000285891
14166,ENSMUSG00000040537,ENSG00000008277
14167,ENSMUSG00000021537,ENSG00000153140
14168,ENSMUSG00002075691,
14169,ENSMUSG00000024054,ENSG00000101596
14170,ENSMUSG00000118255,
14171,ENSMUSG00000088420,
14172,ENSMUSG00000117854,
14173,ENSMUSG00000109941,ENSG00000223496
14174,ENSMUSG00000118241,
14175,ENSMUSG00000053678,
14176,ENSMUSG00000117906,
14177,ENSMUSG00000118283,
14178,ENSMUSG00000053695,
14179,ENSMUSG00000119275,ENSG00000207330
14180,ENSMUSG00000050321,ENSG00000166342
14181,ENSMUSG00000096750,ENSG00000285891
14182,ENSMUSG00000053790,
14183,ENSMUSG00000080726,
14184,ENSMUSG00000061847,
14185,ENSMUSG00000038550,ENSG00000159208
14186,ENSMUSG00000024793,ENSG00000215788
14187,ENSMUSG00000024737,ENSG00000110446
14188,ENSMUSG00000039375,ENSG00000150627
14189,ENSMUSG00000114634,
14190,ENSMUSG00000088923,
14191,ENSMUSG00000114461,
14192,ENSMUSG00000114932,
14193,ENSMUSG00000098224,
14194,ENSMUSG00002074972,
14195,ENSMUSG00000106655,
14196,ENSMUSG00000114372,
14197,ENSMUSG00000114155,
14198,ENSMUSG00000028893,ENSG00000130766
14199,ENSMUSG00000114735,
14200,ENSMUSG00000043398,ENSG00000181619
14201,ENSMUSG00000118027,
14202,ENSMUSG00000021423,ENSG00000112799
14203,ENSMUSG00000024736,ENSG00000006118
14204,ENSMUSG00000019718,ENSG00000126790
14205,ENSMUSG00000117778,
14206,ENSMUSG00000116628,
14207,ENSMUSG00000024647,ENSG00000141668
14208,ENSMUSG00000119938,
14209,ENSMUSG00000042433,ENSG00000080572
14210,ENSMUSG00000116730,
14211,ENSMUSG00000022860,ENSG00000154645
14212,ENSMUSG00000033701,ENSG00000230124
14213,ENSMUSG00000000078,ENSG00000067082
14214,ENSMUSG00000041771,ENSG00000140090
14215,ENSMUSG00000081761,
14216,ENSMUSG00000093102,
14217,ENSMUSG00000062168,ENSG00000086717
14218,ENSMUSG00000118328,
14219,ENSMUSG00000118025,
14220,ENSMUSG00000117908,
14221,ENSMUSG00000118250,
14222,ENSMUSG00000034659,ENSG00000110108
14223,ENSMUSG00000117969,
14224,ENSMUSG00000117683,
14225,ENSMUSG00000069324,ENSG00000145692
14226,ENSMUSG00000118171,
14227,ENSMUSG00000028078,ENSG00000170390
14228,ENSMUSG00000077641,
14229,ENSMUSG00000117801,
14230,ENSMUSG00000096333,ENSG00000285891
14231,ENSMUSG00000117830,
14232,ENSMUSG00002075218,
14233,ENSMUSG00000113765,
14234,ENSMUSG00000114195,
14235,ENSMUSG00000118247,
14236,ENSMUSG00000056153,ENSG00000170677
14237,ENSMUSG00000021193,ENSG00000107959
14238,ENSMUSG00000087926,
14239,ENSMUSG00000049791,ENSG00000174804
14240,ENSMUSG00000107562,
14241,ENSMUSG00000035104,ENSG00000115363
14242,ENSMUSG00000025217,ENSG00000166167
14243,ENSMUSG00000022857,ENSG00000154646
14244,ENSMUSG00000086997,
14245,ENSMUSG00000109342,
14246,ENSMUSG00000093962,ENSG00000285891
14247,ENSMUSG00000059087,
14248,ENSMUSG00000083945,
14249,ENSMUSG00000109558,
14250,ENSMUSG00000082449,
14251,ENSMUSG00000102194,
14252,ENSMUSG00000096714,
14253,ENSMUSG00000103636,
14254,ENSMUSG00000031293,ENSG00000102104
14255,ENSMUSG00000026468,ENSG00000121454
14256,ENSMUSG00000108205,
14257,ENSMUSG00000088975,
14258,ENSMUSG00000107964,
14259,ENSMUSG00000107403,
14260,ENSMUSG00000039405,ENSG00000150687
14261,ENSMUSG00000117887,
14262,ENSMUSG00000108224,
14263,ENSMUSG00000117948,
14264,ENSMUSG00000054428,ENSG00000130770
14265,ENSMUSG00000118089,
14266,ENSMUSG00000077334,ENSG00000200732
14267,ENSMUSG00000107809,
14268,ENSMUSG00000117777,
14269,ENSMUSG00000107657,
14270,ENSMUSG00000042717,ENSG00000154415
14271,ENSMUSG00000023066,ENSG00000176225
14272,ENSMUSG00000030292,ENSG00000165935
14273,ENSMUSG00000042425,ENSG00000147234
14274,ENSMUSG00000028396,
14275,ENSMUSG00000094493,
14276,ENSMUSG00000092071,
14277,ENSMUSG00000103180,
14278,ENSMUSG00000062939,ENSG00000138378
14279,ENSMUSG00000049122,ENSG00000172159
14280,ENSMUSG00000030043,ENSG00000115353
14281,ENSMUSG00000060601,ENSG00000131408
14282,ENSMUSG00000005417,ENSG00000133030
14283,ENSMUSG00000115276,
14284,ENSMUSG00000022594,
14285,ENSMUSG00000024056,ENSG00000080986
14286,ENSMUSG00002075638,
14287,ENSMUSG00000114757,
14288,ENSMUSG00000038160,ENSG00000057663
14289,ENSMUSG00000097996,
14290,ENSMUSG00000108256,
14291,ENSMUSG00000032750,ENSG00000160219
14292,ENSMUSG00000107655,
14293,ENSMUSG00000077180,
14294,ENSMUSG00000107848,
14295,ENSMUSG00000088630,
14296,ENSMUSG00000107739,
14297,ENSMUSG00000030042,ENSG00000115350
14298,ENSMUSG00002075329,ENSG00000202434
14299,ENSMUSG00002075329,ENSG00000201133
14300,ENSMUSG00002075329,ENSG00000202183
14301,ENSMUSG00000022257,ENSG00000104341
14302,ENSMUSG00000089260,
14303,ENSMUSG00000074657,ENSG00000155980
14304,ENSMUSG00000000628,ENSG00000159399
14305,ENSMUSG00000115808,
14306,ENSMUSG00002076372,
14307,ENSMUSG00000063522,
14308,ENSMUSG00000105037,ENSG00000199927
14309,ENSMUSG00000105037,ENSG00000277492
14310,ENSMUSG00000064776,ENSG00000201368
14311,ENSMUSG00000005078,ENSG00000050130
14312,ENSMUSG00000094447,
14313,ENSMUSG00000031432,ENSG00000147224
14314,ENSMUSG00000058600,ENSG00000156482
14315,ENSMUSG00000027570,
14316,ENSMUSG00000052525,ENSG00000163806
14317,ENSMUSG00000085094,
14318,ENSMUSG00000102791,
14319,ENSMUSG00000097552,
14320,ENSMUSG00000101628,
14321,ENSMUSG00000101810,
14322,ENSMUSG00000088476,
14323,ENSMUSG00002076249,
14324,ENSMUSG00000116918,
14325,ENSMUSG00000116559,
14326,ENSMUSG00000065899,ENSG00000207067
14327,ENSMUSG00000116566,
14328,ENSMUSG00000115685,
14329,ENSMUSG00000044726,ENSG00000177459
14330,ENSMUSG00000022762,ENSG00000154654
14331,ENSMUSG00000115300,
14332,ENSMUSG00000078291,
14333,ENSMUSG00000116113,
14334,ENSMUSG00000115952,
14335,ENSMUSG00000081048,
14336,ENSMUSG00000083767,
14337,ENSMUSG00000116424,
14338,ENSMUSG00000022323,ENSG00000132541
14339,ENSMUSG00000033684,ENSG00000116260
14340,ENSMUSG00000098676,
14341,ENSMUSG00000021086,ENSG00000151838
14342,ENSMUSG00000034028,ENSG00000150637
14343,ENSMUSG00000028552,ENSG00000085832
14344,ENSMUSG00000031431,ENSG00000157514
14345,ENSMUSG00000090293,
14346,ENSMUSG00000057605,
14347,ENSMUSG00000025218,ENSG00000166169
14348,ENSMUSG00000055782,ENSG00000173208
14349,ENSMUSG00000113976,
14350,ENSMUSG00002076562,
14351,ENSMUSG00000038388,ENSG00000105926
14352,ENSMUSG00000041035,ENSG00000166171
14353,ENSMUSG00000044456,ENSG00000100599
14354,ENSMUSG00000041057,ENSG00000163811
14355,ENSMUSG00000038151,ENSG00000057657
14356,ENSMUSG00000078932,ENSG00000180116
14357,ENSMUSG00000024735,ENSG00000110107
14358,ENSMUSG00000118524,
14359,ENSMUSG00000081408,
14360,ENSMUSG00002076100,ENSG00000222179
14361,ENSMUSG00002076100,ENSG00000200198
14362,ENSMUSG00002076100,ENSG00000201510
14363,ENSMUSG00002076100,ENSG00000199197
14364,ENSMUSG00000031403,ENSG00000130826
14365,ENSMUSG00002076261,ENSG00000223202
14366,ENSMUSG00002076261,ENSG00000201684
14367,ENSMUSG00000116888,
14368,ENSMUSG00000089719,
14369,ENSMUSG00000116735,
14370,ENSMUSG00000036298,ENSG00000151229
14371,ENSMUSG00000116803,
14372,ENSMUSG00002075499,
14373,ENSMUSG00000071169,
14374,ENSMUSG00000116954,
14375,ENSMUSG00000116909,
14376,ENSMUSG00000116678,
14377,ENSMUSG00000071475,
14378,ENSMUSG00000116533,
14379,ENSMUSG00000116745,
14380,ENSMUSG00000031517,ENSG00000150625
14381,ENSMUSG00000041134,ENSG00000166265
14382,ENSMUSG00000089698,
14383,ENSMUSG00000116972,
14384,ENSMUSG00000022325,ENSG00000104356
14385,ENSMUSG00000022893,ENSG00000154734
14386,ENSMUSG00000111730,
14387,ENSMUSG00000088964,ENSG00000252371
14388,ENSMUSG00000088964,ENSG00000252606
14389,ENSMUSG00002074959,
14390,ENSMUSG00000111641,
14391,ENSMUSG00000021699,ENSG00000113448
14392,ENSMUSG00000111362,
14393,ENSMUSG00000110893,
14394,ENSMUSG00000089608,ENSG00000252758
14395,ENSMUSG00000039785,
14396,ENSMUSG00000025410,ENSG00000175203
14397,ENSMUSG00000081901,
14398,ENSMUSG00000080977,
14399,ENSMUSG00000110342,
14400,ENSMUSG00000038932,ENSG00000101190
14401,ENSMUSG00000109725,
14402,ENSMUSG00000039775,ENSG00000171711
14403,ENSMUSG00000039775,ENSG00000177257
14404,ENSMUSG00000109927,
14405,ENSMUSG00000036095,ENSG00000136267
14406,ENSMUSG00000109942,
14407,ENSMUSG00000110047,
14408,ENSMUSG00000110249,
14409,ENSMUSG00000110025,
14410,ENSMUSG00000031471,
14411,ENSMUSG00000110064,
14412,ENSMUSG00000080894,
14413,ENSMUSG00000109943,
14414,ENSMUSG00002075262,
14415,ENSMUSG00000046258,ENSG00000168594
14416,ENSMUSG00000073514,ENSG00000206052
14417,ENSMUSG00000037790,
14418,ENSMUSG00000082650,
14419,ENSMUSG00002075907,
14420,ENSMUSG00000083218,
14421,ENSMUSG00000081920,
14422,ENSMUSG00000110531,
14423,ENSMUSG00000096265,ENSG00000188877
14424,ENSMUSG00000093289,ENSG00000264994
14425,ENSMUSG00000092887,ENSG00000265145
14426,ENSMUSG00000092713,ENSG00000265706
14427,ENSMUSG00000045761,ENSG00000189350
14428,ENSMUSG00000022894,ENSG00000154736
14429,ENSMUSG00000118274,
14430,ENSMUSG00000038257,ENSG00000145451
14431,ENSMUSG00000089885,
14432,ENSMUSG00000090047,
14433,ENSMUSG00000026821,ENSG00000160271
14434,ENSMUSG00000036744,ENSG00000279486
14435,ENSMUSG00000036744,ENSG00000188124
14436,ENSMUSG00002075318,
14437,ENSMUSG00000098126,
14438,ENSMUSG00000116669,
14439,ENSMUSG00000118035,
14440,ENSMUSG00000116906,
14441,ENSMUSG00000089008,
14442,ENSMUSG00000089252,
14443,ENSMUSG00000091697,
14444,ENSMUSG00000044442,ENSG00000156239
14445,ENSMUSG00000117726,
14446,ENSMUSG00000111671,
14447,ENSMUSG00000118372,
14448,ENSMUSG00000117805,
14449,ENSMUSG00000077402,
14450,ENSMUSG00002075202,
14451,ENSMUSG00000024614,ENSG00000166479
14452,ENSMUSG00000019849,ENSG00000085377
14453,ENSMUSG00000022584,ENSG00000291309
14454,ENSMUSG00000102299,
14455,ENSMUSG00000102558,
14456,ENSMUSG00000000266,ENSG00000080561
14457,ENSMUSG00000056863,
14458,ENSMUSG00000115005,
14459,ENSMUSG00000033633,ENSG00000140839
14460,ENSMUSG00000033633,ENSG00000157335
14461,ENSMUSG00000033633,ENSG00000157322
14462,ENSMUSG00000084607,
14463,ENSMUSG00000022582,ENSG00000291309
14464,ENSMUSG00000097946,
14465,ENSMUSG00000002204,ENSG00000131400
14466,ENSMUSG00000016918,ENSG00000137573
14467,ENSMUSG00000059252,
14468,ENSMUSG00000101140,
14469,ENSMUSG00000061165,ENSG00000196119
14470,ENSMUSG00000038879,ENSG00000104361
14471,ENSMUSG00000110526,ENSG00000196119
14472,ENSMUSG00000052299,ENSG00000198862
14473,ENSMUSG00000032322,ENSG00000140368
14474,ENSMUSG00000024734,ENSG00000149506
14475,ENSMUSG00002076691,
14476,ENSMUSG00000019848,ENSG00000132429
14477,ENSMUSG00000089437,ENSG00000206887
14478,ENSMUSG00000089014,ENSG00000200294
14479,ENSMUSG00000031292,ENSG00000008086
14480,ENSMUSG00000089779,
14481,ENSMUSG00000044375,ENSG00000179270
14482,ENSMUSG00000030621,ENSG00000151376
14483,ENSMUSG00000117075,
14484,ENSMUSG00000118733,
14485,ENSMUSG00000077591,
14486,ENSMUSG00000111526,
14487,ENSMUSG00000071317,ENSG00000112276
14488,ENSMUSG00000115360,
14489,ENSMUSG00000050963,ENSG00000156486
14490,ENSMUSG00000117747,
14491,ENSMUSG00000110277,
14492,ENSMUSG00000023868,ENSG00000112541
14493,ENSMUSG00000109923,
14494,ENSMUSG00000047728,ENSG00000291309
14495,ENSMUSG00000117535,
14496,ENSMUSG00000041238,ENSG00000101773
14497,ENSMUSG00000040913,ENSG00000107829
14498,ENSMUSG00000063350,ENSG00000170953
14499,ENSMUSG00000025409,ENSG00000166987
14500,ENSMUSG00000058628,ENSG00000170953
14501,ENSMUSG00000068348,
14502,ENSMUSG00000066750,ENSG00000170953
14503,ENSMUSG00000100462,
14504,ENSMUSG00000022329,ENSG00000104375
14505,ENSMUSG00000065620,
14506,ENSMUSG00000111310,
14507,ENSMUSG00000066749,
14508,ENSMUSG00000104074,
14509,ENSMUSG00000064872,
14510,ENSMUSG00000103650,
14511,ENSMUSG00000032562,ENSG00000114353
14512,ENSMUSG00000038543,ENSG00000118292
14513,ENSMUSG00000113154,
14514,ENSMUSG00000113941,
14515,ENSMUSG00000113248,
14516,ENSMUSG00000113968,
14517,ENSMUSG00000113520,
14518,ENSMUSG00000083512,
14519,ENSMUSG00000065647,ENSG00000207313
14520,ENSMUSG00000041079,ENSG00000156253
14521,ENSMUSG00000021087,ENSG00000139970
14522,ENSMUSG00000028397,ENSG00000107077
14523,ENSMUSG00000089938,
14524,ENSMUSG00000109150,
14525,ENSMUSG00000025616,ENSG00000156256
14526,ENSMUSG00000062785,ENSG00000131398
14527,ENSMUSG00000110591,ENSG00000188877
14528,ENSMUSG00000015750,ENSG00000117362
14529,ENSMUSG00000066748,ENSG00000197125
14530,ENSMUSG00000110164,
14531,ENSMUSG00000109662,
14532,ENSMUSG00000110460,
14533,ENSMUSG00000118613,
14534,ENSMUSG00000110589,
14535,ENSMUSG00000034117,ENSG00000183134
14536,ENSMUSG00000032324,ENSG00000140391
14537,ENSMUSG00000031613,ENSG00000164120
14538,ENSMUSG00000025219,ENSG00000107831
14539,ENSMUSG00000110397,
14540,ENSMUSG00000110309,
14541,ENSMUSG00000077585,
14542,ENSMUSG00000074449,ENSG00000188877
14543,ENSMUSG00000110637,
14544,ENSMUSG00000033624,ENSG00000090857
14545,ENSMUSG00000102324,
14546,ENSMUSG00000039391,ENSG00000149201
14547,ENSMUSG00000028173,ENSG00000116729
14548,ENSMUSG00000110680,
14549,ENSMUSG00000066747,ENSG00000280090
14550,ENSMUSG00000022330,ENSG00000164920
14551,ENSMUSG00000110675,
14552,ENSMUSG00000063804,ENSG00000187772
14553,ENSMUSG00000110535,
14554,ENSMUSG00000060583,
14555,ENSMUSG00002075833,ENSG00000274998
14556,ENSMUSG00000104700,
14557,ENSMUSG00000081438,
14558,ENSMUSG00000110705,
14559,ENSMUSG00000083659,
14560,ENSMUSG00000082533,
14561,ENSMUSG00000021090,ENSG00000131951
14562,ENSMUSG00000084311,
14563,ENSMUSG00000081067,
14564,ENSMUSG00000074305,ENSG00000173517
14565,ENSMUSG00000028398,ENSG00000137038
14566,ENSMUSG00002075396,
14567,ENSMUSG00002075193,
14568,ENSMUSG00000083224,
14569,ENSMUSG00000084026,
14570,ENSMUSG00000084253,
14571,ENSMUSG00000025408,ENSG00000175197
14572,ENSMUSG00000055691,
14573,ENSMUSG00000054405,ENSG00000126698
14574,ENSMUSG00000037646,ENSG00000132549
14575,ENSMUSG00000081100,
14576,ENSMUSG00000029821,ENSG00000105928
14577,ENSMUSG00000081896,
14578,ENSMUSG00000084103,
14579,ENSMUSG00000110513,
14580,ENSMUSG00000080710,
14581,ENSMUSG00000084394,
14582,ENSMUSG00000083821,
14583,ENSMUSG00000119893,
14584,ENSMUSG00002075524,
14585,ENSMUSG00000099543,
14586,ENSMUSG00000067860,ENSG00000156925
14587,ENSMUSG00000097111,
14588,ENSMUSG00000094461,
14589,ENSMUSG00000116429,
14590,ENSMUSG00000102617,
14591,ENSMUSG00000117634,
14592,ENSMUSG00000102419,
14593,ENSMUSG00000117589,
14594,ENSMUSG00000095893,
14595,ENSMUSG00000040957,ENSG00000134508
14596,ENSMUSG00000096424,
14597,ENSMUSG00000036099,ENSG00000028203
14598,ENSMUSG00000110602,
14599,ENSMUSG00000038215,ENSG00000164118
14600,ENSMUSG00000030555,ENSG00000103852
14601,ENSMUSG00000096167,
14602,ENSMUSG00000025613,ENSG00000156261
14603,ENSMUSG00000095527,
14604,ENSMUSG00000096356,
14605,ENSMUSG00000081837,
14606,ENSMUSG00000047897,ENSG00000203877
14607,ENSMUSG00000084044,
14608,ENSMUSG00000119633,
14609,ENSMUSG00000084305,
14610,ENSMUSG00000081373,
14611,ENSMUSG00000083982,
14612,ENSMUSG00000083843,
14613,ENSMUSG00002075721,
14614,ENSMUSG00000031402,ENSG00000130830
14615,ENSMUSG00000032329,ENSG00000140382
14616,ENSMUSG00000056209,ENSG00000107833
14617,ENSMUSG00000084565,
14618,ENSMUSG00000117430,
14619,ENSMUSG00000049411,ENSG00000134490
14620,ENSMUSG00000025220,ENSG00000198408
14621,ENSMUSG00000105990,
14622,ENSMUSG00000075903,
14623,ENSMUSG00000038526,ENSG00000118298
14624,ENSMUSG00000087663,
14625,ENSMUSG00000089133,
14626,ENSMUSG00000115314,
14627,ENSMUSG00000094687,ENSG00000206047
14628,ENSMUSG00000094687,ENSG00000164821
14629,ENSMUSG00000094687,ENSG00000164816
14630,ENSMUSG00000094687,ENSG00000240247
14631,ENSMUSG00000094687,ENSG00000239839
14632,ENSMUSG00000094687,ENSG00000164822
14633,ENSMUSG00000115144,
14634,ENSMUSG00000076333,
14635,ENSMUSG00000077890,
14636,ENSMUSG00000115040,
14637,ENSMUSG00000115837,
14638,ENSMUSG00000115340,
14639,ENSMUSG00000085898,
14640,ENSMUSG00000061958,ENSG00000206047
14641,ENSMUSG00000061958,ENSG00000164821
14642,ENSMUSG00000061958,ENSG00000164816
14643,ENSMUSG00000061958,ENSG00000240247
14644,ENSMUSG00000061958,ENSG00000239839
14645,ENSMUSG00000061958,ENSG00000164822
14646,ENSMUSG00000115793,
14647,ENSMUSG00000014313,ENSG00000164919
14648,ENSMUSG00000119855,ENSG00000207002
14649,ENSMUSG00000119855,ENSG00000200656
14650,ENSMUSG00000085173,
14651,ENSMUSG00000038206,ENSG00000164117
14652,ENSMUSG00000016487,ENSG00000110841
14653,ENSMUSG00000028076,ENSG00000158473
14654,ENSMUSG00000037627,ENSG00000132554
14655,ENSMUSG00000110318,
14656,ENSMUSG00000083509,
14657,ENSMUSG00002075828,
14658,ENSMUSG00000109760,
14659,ENSMUSG00000110043,
14660,ENSMUSG00000074444,ENSG00000206047
14661,ENSMUSG00000074444,ENSG00000164821
14662,ENSMUSG00000074444,ENSG00000164816
14663,ENSMUSG00000074444,ENSG00000240247
14664,ENSMUSG00000074444,ENSG00000239839
14665,ENSMUSG00000074444,ENSG00000164822
14666,ENSMUSG00000027282,ENSG00000109919
14667,ENSMUSG00000101389,ENSG00000214787
14668,ENSMUSG00000101389,ENSG00000110079
14669,ENSMUSG00000101024,
14670,ENSMUSG00000074443,ENSG00000206047
14671,ENSMUSG00000074443,ENSG00000164821
14672,ENSMUSG00000074443,ENSG00000164816
14673,ENSMUSG00000074443,ENSG00000240247
14674,ENSMUSG00000074443,ENSG00000239839
14675,ENSMUSG00000074443,ENSG00000164822
14676,ENSMUSG00000024675,ENSG00000214787
14677,ENSMUSG00000024675,ENSG00000110079
14678,ENSMUSG00000119310,
14679,ENSMUSG00000074442,ENSG00000206047
14680,ENSMUSG00000074442,ENSG00000164821
14681,ENSMUSG00000074442,ENSG00000164816
14682,ENSMUSG00000074442,ENSG00000240247
14683,ENSMUSG00000074442,ENSG00000239839
14684,ENSMUSG00000074442,ENSG00000164822
14685,ENSMUSG00000104265,
14686,ENSMUSG00000103913,
14687,ENSMUSG00000079116,ENSG00000206047
14688,ENSMUSG00000079116,ENSG00000164821
14689,ENSMUSG00000079116,ENSG00000164816
14690,ENSMUSG00000079116,ENSG00000240247
14691,ENSMUSG00000079116,ENSG00000239839
14692,ENSMUSG00000079116,ENSG00000164822
14693,ENSMUSG00000102394,
14694,ENSMUSG00000077672,
14695,ENSMUSG00000094321,
14696,ENSMUSG00002075387,ENSG00000252087
14697,ENSMUSG00000092230,
14698,ENSMUSG00000082957,
14699,ENSMUSG00000048230,ENSG00000156509
